I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.	0
The only downside is the service.	0
We'll never go again.	0
It was equally awful.	0
It's close to my house, it's low-key, non-fancy, affordable prices, good food.	1
Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.	1
Omelets are to die for!	1
I got food poisoning here at the buffet.	0
I had about two bites and refused to eat anymore.	0
If you're not familiar, check it out.	1
Pretty awesome place.	1
So don't go there if you are looking for good food...	0
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1
The burger... I got the "Gold Standard" a $17 burger and was kind of disappointed.	0
(The bathroom is just next door and very nice.)	1
By this time our side of the restaurant was almost empty so there was no excuse.	0
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.	0
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.	0
Food was below average.	0
Horrible - don't waste your time and money.	0
The chicken dishes are OK, the beef is like shoe leather.	0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0
I hope this place sticks around.	1
first time there and might just be the last.	0
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!	1
The best place in Vegas for breakfast (just check out a Sat, or Sun.	1
Service is also cute.	1
Maybe if they weren't cold they would have been somewhat edible.	0
All in all, Ha Long Bay was a bit of a flop.	0
I LOVED it!	1
The fries were great too.	1
It was pretty gross!	0
Why are these sad little vegetables so overcooked?	0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.	0
I don't recommend unless your car breaks down in front of it and you are starving.	0
the presentation of the food was awful.	0
Tonight I had the Elk Filet special...and it sucked.	0
To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	0
This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.	1
dont go here.	0
I ordered the Lemon raspberry ice cocktail which was also incredible.	1
I was mortified.	0
Not good for the money.	0
Strike 2, who wants to be rushed.	0
This place is hands-down one of the best places to eat in the Phoenix metro area.	1
I find wasting food to be despicable, but this just wasn't food.	0
Service is friendly and inviting.	1
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.	0
Frozen pucks of disgust, with some of the worst people behind the register.	0
You can't beat that.	1
Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.	1
The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.	0
Over rated.	0
Unfortunately, it only set us up for disapppointment with our entrees.	0
The pancake was also really good and pretty large at that.	1
It kept getting worse and worse so now I'm officially done.	0
As much as I'd like to go back, I can't get passed the atrocious service and will never return.	0
not even a "hello, we will be right with you."	0
I probably won't be back, to be honest.	0
Just spicy enough.. Perfect actually.	1
The Macarons here are insanely good.	1
I got to enjoy the seafood salad, with a fabulous vinegrette.	1
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.	0
All the bread is made in-house!	1
The classic Maine Lobster Roll was fantastic.	1
Disappointing experience.	0
My husband and I ate lunch here and were very disappointed with the food and service.	0
I'd love to go back.	1
It was either too cold, not enough flavor or just bad.	0
This place lacked style!!	0
The live music on Fridays totally blows.	0
Nice, spicy and tender.	1
This place was such a nice surprise!	1
After waiting an hour and being seated, I was not in the greatest of moods.	0
Hopefully this bodes for them going out of business and someone who can cook can come in.	0
If you look for authentic Thai food, go else where.	0
Would come back again if I had a sushi craving while in Vegas.	1
For sushi on the Strip, this is the place to go.	1
I will be back many times soon.	1
OMG I felt like I had never eaten Thai food until this dish.	1
Worst food/service I've had in a while.	0
This place is pretty good, nice little vibe in the restaurant.	1
On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.	0
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
We've tried to like this place but after 10+ times I think we're done with them.	0
As always the evening was wonderful and the food delicious!	1
Just had lunch here and had a great experience.	1
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!	0
Con: spotty service.	0
Not to mention the combination of pears, almonds and bacon is a big winner!	1
I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!	1
Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.	0
Damn good steak.	1
What I really like there is the crepe station.	1
Join the club and get awesome offers via email.	1
Phenomenal food, service and ambiance.	1
